Hex,DateTime,Status
0x748E64F3,2038-04-14 12:39:38,NORMAL
0x0692226C,1983-04-18 04:19:24,NORMAL
0x290D5983,2000-08-13 11:12:06,NORMAL
0xA870B604,2064-03-16 22:48:08,NORMAL
0x3E4F23D5,2011-02-15 04:30:42,NORMAL
0x06CB89C7,1983-06-11 17:14:14,NORMAL
0xC2293133,2077-01-09 06:09:38,NORMAL
0x31882706,2004-12-08 04:56:12,NORMAL
0xC2B9681C,2077-05-25 13:00:56,NORMAL
0x631710D6,2029-08-23 02:06:44,NORMAL
0x124878F5,1989-02-08 15:07:42,NORMAL
0x76762ECD,2039-03-22 05:54:26,NORMAL
0x8A75A66F,2049-03-21 20:51:30,NORMAL
0xFBA0C03E,Invalid,ERROR
0xBD2646DD,2074-09-06 08:54:58,NORMAL
0x78CD24C0,2040-06-13 04:38:00,NORMAL
0x09797571,1984-11-25 14:43:34,NORMAL
0x9686791C,2055-04-06 15:08:56,NORMAL
0xCC5B7730,2082-02-27 14:57:32,NORMAL
0x091A21C2,1984-08-26 04:14:04,NORMAL
0xAEC90BB5,2067-06-09 01:29:42,NORMAL
0x5E35400B,2027-01-21 08:00:22,NORMAL
0x6586B0B4,2030-12-06 22:05:40,NORMAL
0x6AEEB912,2033-07-14 23:08:36,NORMAL
0x68BABBD7,2032-05-26 23:30:46,NORMAL
0x2AB63460,2001-05-22 06:35:00,NORMAL
0x44CC95FC,2014-06-12 18:47:56,NORMAL
0xC27A2AAE,2077-03-26 05:21:28,NORMAL
0xC14A0199,2076-10-10 00:12:50,NORMAL
0x87565873,2047-10-22 11:03:38,NORMAL
0x5ED480C7,2027-06-20 16:06:14,NORMAL
0x7F268D88,2043-09-06 17:44:16,NORMAL
0x209900C1,1996-04-25 00:06:02,NORMAL
0x2E8B45E3,2003-04-11 08:47:06,NORMAL
0x11912EA7,1988-12-17 05:53:14,NORMAL
0x495C36FD,2016-10-28 06:55:58,NORMAL
0x36843659,2007-04-04 06:50:50,NORMAL
0xBD82B73B,2074-12-02 22:57:54,NORMAL
0xB9052C66,2072-08-05 05:35:12,NORMAL
0xE9724CF4,2096-11-18 09:39:40,NORMAL
0x7A820B62,2041-04-02 01:27:04,NORMAL
0x04BC1643,1982-05-28 02:50:06,NORMAL
0xD1503D33,2084-10-16 07:41:38,NORMAL
0xED4A2015,2098-10-10 04:00:42,NORMAL
0x850105D7,2046-08-01 00:46:46,NORMAL
0x9F784D04,2059-11-24 09:40:08,NORMAL
0x80554436,2044-02-21 08:33:44,NORMAL
0xD7260B63,2087-09-06 01:27:06,NORMAL
0x7994509D,2040-12-20 10:04:58,NORMAL
0x75557002,2038-10-21 14:00:04,NORMAL
0x0AB3554F,1985-05-19 10:42:30,NORMAL
0x70DCAD37,2036-06-28 21:41:46,NORMAL
0xDC272951,2090-01-07 05:10:34,NORMAL
0xA6934AB3,2063-04-19 09:21:38,NORMAL
0x45086A7C,2014-08-08 13:19:56,NORMAL
0x9CCA5415,2058-06-10 10:32:42,NORMAL
0x746F86BA,2038-03-15 16:53:52,NORMAL
0xDB2C2A5C,2089-09-12 05:18:56,NORMAL
0x247CAB77,1998-03-28 21:27:46,NORMAL
0x0000F79E,Invalid,ERROR
0x4168B77C,2012-11-08 22:59:56,NORMAL
0xCF014486,2083-08-01 08:36:12,NORMAL
0xEE6D5CBD,2099-03-13 11:37:58,NORMAL
0xC9314698,2080-09-17 08:52:48,NORMAL
0xA8EB6B77,2064-07-11 13:27:46,NORMAL
0xC32A5255,2077-09-10 10:18:42,NORMAL
0xD0908610,2084-04-16 16:48:32,NORMAL
0x583494F8,2024-01-20 18:39:48,NORMAL
0x71667DD5,2036-11-06 15:46:42,NORMAL
0x306C2982,2004-03-12 05:12:04,NORMAL
0xA0A33AD9,2060-05-03 07:22:50,NORMAL
0xC24D91E2,2077-02-13 18:15:04,NORMAL
0xDD193419,2090-08-25 06:32:50,NORMAL
0xD15A0D11,2084-10-26 01:40:34,NORMAL
0x256C0F2B,1998-11-12 01:57:22,NORMAL
0x97260360,2055-09-06 00:27:00,NORMAL
0xA43BBA07,2062-01-27 23:16:14,NORMAL
0x8CD47DB4,2050-06-20 15:45:40,NORMAL
0x1E310F08,1995-01-17 01:56:16,NORMAL
0x12ABA439,1989-05-11 20:33:50,NORMAL
0x603ABD57,2028-01-26 23:42:46,NORMAL
0x7CEFA21A,2042-07-15 20:16:52,NORMAL
0xA0B3462B,2060-05-19 08:49:22,NORMAL
0x01685AB2,1980-11-08 11:21:36,NORMAL
0x44573501,2014-02-23 06:40:02,NORMAL
0xA6CE31B2,2063-06-14 06:13:36,NORMAL
0x7728BCAA,2039-09-08 23:37:20,NORMAL
0xA4A50E60,2062-05-05 01:51:00,NORMAL
0xE0DB570D,2092-06-27 10:56:26,NORMAL
0x1E6DB2B0,1995-03-13 22:21:32,NORMAL
0xE6D47E3C,2095-06-20 15:49:56,NORMAL
0x308C2E99,2004-04-12 05:52:50,NORMAL
0x7D4660EB,2042-10-06 12:07:22,NORMAL
0xE359B739,2093-10-25 22:57:50,NORMAL
0x9AAC1C86,2057-05-12 03:36:12,NORMAL
0x644C4887,2030-02-12 09:04:14,NORMAL
0xD75784CE,2087-10-23 16:38:28,NORMAL
0x7C300AEC,2042-01-16 01:23:24,NORMAL
0x1D6C72E7,1994-11-12 14:23:14,NORMAL
0x11454D95,1988-10-05 09:44:42,NORMAL
0xD4993BB4,2086-04-25 07:29:40,NORMAL
0x8F8381B2,2051-12-03 16:13:36,NORMAL
0x40A2ADDB,2012-05-02 21:46:54,NORMAL
0xE37305B2,2093-11-19 00:45:36,NORMAL
0x7054908D,2036-02-20 18:04:26,NORMAL
0xAF930392,2067-12-19 00:28:36,NORMAL
0xECADAEAA,2098-05-13 21:53:20,NORMAL
0xA8882AB4,2064-04-08 05:21:40,NORMAL
0x105A86AE,1988-02-26 16:53:28,NORMAL
0xB9289E8F,2072-09-08 19:52:30,NORMAL
0x3F7B6B01,2011-11-27 13:24:02,NORMAL
0x018DB6F3,1980-12-13 22:55:38,NORMAL
0x512EB81B,2020-09-14 23:00:54,NORMAL
0x533B4C45,2021-09-27 09:34:10,NORMAL
0x5CD3556A,2026-06-19 10:43:20,NORMAL
0x68AE1C8C,2032-05-14 03:36:24,NORMAL
0xD78A29FD,2087-12-10 05:15:58,NORMAL
0x2C468D4B,2002-02-06 17:42:22,NORMAL
0xDD17775B,2090-08-23 14:58:54,NORMAL
0xAE2EB278,2067-01-14 22:19:48,NORMAL
0x84DA2435,2046-06-26 04:33:42,NORMAL
0x44710BD7,2014-03-17 01:30:46,NORMAL
0x04902122,1982-04-16 04:09:04,NORMAL
0x21031D4A,1996-08-03 03:42:20,NORMAL
0x5D15518B,2026-08-21 10:12:22,NORMAL
0x22686660,1997-03-08 12:51:00,NORMAL
0x7057B766,2036-02-23 22:59:12,NORMAL
0x7E567CC3,2043-02-22 15:38:06,NORMAL
0x7308503B,2037-08-08 10:01:54,NORMAL
0xA5234775,2062-09-03 08:59:42,NORMAL
0x16340B75,1991-01-20 01:27:42,NORMAL
0xED4FAA0D,2098-10-15 21:16:26,NORMAL
0xD0B83020,2084-05-24 06:01:00,NORMAL
0x2A629092,2001-03-02 18:04:36,NORMAL
0x310401E0,2004-08-04 00:15:00,NORMAL
0xEB9BAAF0,2097-12-27 21:23:32,NORMAL
0x08C78406,1984-06-07 16:32:12,NORMAL
0xA16C9AAB,2060-11-12 19:21:22,NORMAL
0xCE891592,2083-04-09 02:44:36,NORMAL
0x75519DED,2038-10-17 19:47:26,NORMAL
0x5CE408A9,2026-07-04 01:05:18,NORMAL
0x375CAACD,2007-10-28 21:22:26,NORMAL
0xD19889C2,2084-12-24 17:14:04,NORMAL
0xB0A16D6F,2068-05-01 13:43:30,NORMAL
0xB10134A0,2068-08-01 06:37:00,NORMAL
0xA10D7F07,2060-08-13 15:56:14,NORMAL
0x66928C39,2031-04-18 17:33:50,NORMAL
0x0CFCB397,1986-07-28 22:28:46,NORMAL
0xFBC0C79E,Invalid,ERROR
0x9F4953E1,2059-10-09 10:31:02,NORMAL
0xDA6210B0,2089-03-02 02:05:32,NORMAL
0x2F87086A,2003-12-07 01:03:20,NORMAL
0xC426309C,2078-01-06 06:04:56,NORMAL
0x21503023,1996-10-16 06:01:06,NORMAL
0x3CAE6637,2010-05-14 12:49:46,NORMAL
0x7D9C28AC,2042-12-28 05:05:24,NORMAL
0x66DA9845,2031-06-26 19:02:10,NORMAL
0xD75B6D3D,2087-10-27 13:41:58,NORMAL
0x930E331B,2053-08-14 06:24:54,NORMAL
0x77466709,2039-10-06 12:56:18,NORMAL
0x7E346E1C,2043-01-20 13:48:56,NORMAL
0xA39B9F4D,2061-12-27 19:58:26,NORMAL
0x17928B09,1991-12-18 17:24:18,NORMAL
0xA04F9B75,2060-02-15 19:27:42,NORMAL
0x412EB3D6,2012-09-14 22:30:44,NORMAL
0x0000C79E,Invalid,ERROR
0x5E3189F3,2027-01-17 17:15:38,NORMAL
0x16745755,1991-03-20 10:58:42,NORMAL
0xE6CFA8CE,2095-06-15 21:06:28,NORMAL
0x351062E8,2006-08-16 12:23:16,NORMAL
0x3B33A492,2009-09-19 20:36:36,NORMAL
0xDEF243DA,2091-07-18 08:30:52,NORMAL
0x189588B0,1992-04-21 17:05:32,NORMAL
0x6650A582,2031-02-16 20:44:04,NORMAL
0xDD841984,2090-12-04 03:12:08,NORMAL
0xA8E78021,2064-07-07 16:01:02,NORMAL
0x031473EC,1981-08-20 14:31:24,NORMAL
0xC679A073,2079-03-25 20:03:38,NORMAL
0x1F013350,1995-08-01 06:26:32,NORMAL
0x22B9017B,1997-05-25 00:11:54,NORMAL
0x504A8534,2020-02-10 16:41:40,NORMAL
0xA37032A1,2061-11-16 06:21:02,NORMAL
0x4F8E01DC,2019-12-14 00:14:56,NORMAL
0x1CC21D2C,1994-06-02 03:41:24,NORMAL
0xAF243172,2067-09-04 06:11:36,NORMAL
0x02E274C9,1981-07-02 14:38:18,NORMAL
0x0C2D352B,1986-01-13 06:41:22,NORMAL
0x18868C6B,1992-04-06 17:35:22,NORMAL
0x28A44333,2000-05-04 08:25:38,NORMAL
0x0B449CC6,1985-10-04 19:38:12,NORMAL
0x703376D0,2036-01-19 14:54:32,NORMAL
0x51966300,2020-12-22 12:24:00,NORMAL
0x22C782AD,1997-06-07 16:21:26,NORMAL
0x31327B84,2004-09-18 15:28:08,NORMAL
0xA5419823,2062-10-01 19:01:06,NORMAL
0x0B0F84BB,1985-08-15 16:37:54,NORMAL
0xA50C8237,2062-08-12 16:17:46,NORMAL
0x7E87322E,2043-04-07 06:17:28,NORMAL
0x74780084,2038-03-24 00:04:08,NORMAL
0x0B47452F,1985-10-07 08:41:30,NORMAL
0x47183083,2015-08-24 06:04:06,NORMAL
0x90A55162,2052-05-05 10:11:04,NORMAL
0xC195BB65,2076-12-21 23:27:10,NORMAL
0x33790980,2005-11-25 01:12:00,NORMAL
0x02B76F27,1981-05-23 13:57:14,NORMAL
0x05080304,1982-08-08 00:24:08,NORMAL
0x8CFB6571,2050-07-27 12:43:34,NORMAL
0x323C2E26,2005-01-28 05:49:12,NORMAL
0x0ECEB830,1987-06-14 23:01:32,NORMAL
0x2F576295,2003-10-23 12:20:42,NORMAL
0x26710398,1999-03-17 00:28:48,NORMAL
0xD42E84FC,2086-01-14 16:39:56,NORMAL
0x56452947,2023-02-05 05:10:14,NORMAL
0xEEAD491C,2099-05-13 09:08:56,NORMAL
0x243401C4,1998-01-20 00:14:08,NORMAL
0xBC72A440,2074-03-18 20:34:00,NORMAL
0xB33753BD,2069-09-23 10:29:58,NORMAL
0xE3543519,2093-10-20 06:40:50,NORMAL
0x162A4F4E,1991-01-10 09:58:28,NORMAL
0x17720758,1991-11-18 00:58:48,NORMAL
0xE89818B4,2096-04-24 03:05:40,NORMAL
0xC281182D,2077-04-01 03:01:26,NORMAL
0x3F702708,2011-11-16 04:56:16,NORMAL
0xB8F78F3A,2072-07-23 17:57:52,NORMAL
0xD387A5BB,2085-12-07 20:45:54,NORMAL
0x6D1A4683,2034-08-26 08:52:06,NORMAL
0x5CDA55B5,2026-06-26 10:45:42,NORMAL
0x6A8A5AEE,2033-04-10 11:23:28,NORMAL
0xC2712B73,2077-03-17 05:27:38,NORMAL
0x165A4012,1991-02-26 08:00:36,NORMAL
0x8AA59D1D,2049-05-05 19:40:58,NORMAL
0x638A0576,2029-12-10 00:43:44,NORMAL
0x673C7D34,2031-09-28 15:41:40,NORMAL
0xB69C923D,2071-04-28 18:17:58,NORMAL
0x796F676E,2040-11-15 12:59:28,NORMAL
0xCED83DAB,2083-06-24 07:45:22,NORMAL
0x914B7111,2052-10-11 14:08:34,NORMAL
0x46935D89,2015-04-19 11:44:18,NORMAL
0x223144EE,1997-01-17 08:39:28,NORMAL
0x3E645143,2011-03-04 10:10:06,NORMAL
0xC6B72646,2079-05-23 04:50:12,NORMAL
0xFA00C79E,Invalid,ERROR
0x5B41521D,2025-10-01 10:16:58,NORMAL
0xB187BF55,2068-12-07 23:58:42,NORMAL
0x048B587C,1982-04-11 11:03:56,NORMAL
0x1F634635,1995-11-03 08:49:42,NORMAL
0xAB0D18EF,2065-08-13 03:07:30,NORMAL
0xE6D070C3,2095-06-16 14:06:06,NORMAL
0x96E46B1A,2055-07-04 13:24:52,NORMAL
0x7934B088,2040-09-20 22:04:16,NORMAL
0x76D02DB1,2039-06-16 05:45:34,NORMAL
0x31426D71,2004-10-02 13:43:34,NORMAL
0x36D9B5F3,2007-06-25 22:47:38,NORMAL
0xFBC0C03F,Invalid,ERROR
0xB2CE09B4,2069-06-14 01:13:40,NORMAL
0x912B7A52,2052-09-11 15:18:36,NORMAL
0xED218496,2098-09-01 16:36:44,NORMAL
0x97638BA0,2055-11-03 17:29:00,NORMAL
0x8D56958B,2050-10-22 18:44:22,NORMAL
0x67575DC3,2031-10-23 11:46:06,NORMAL
0x4CD87D1D,2018-06-24 15:40:58,NORMAL
0x779C22AD,2039-12-28 04:21:26,NORMAL
0x7EB154D3,2043-05-17 10:38:38,NORMAL
0x6CE61F73,2034-07-06 03:59:38,NORMAL
0x2CF501D4,2002-07-21 00:14:40,NORMAL
0x9688208D,2055-04-08 04:04:26,NORMAL
0xAF99406C,2067-12-25 08:03:24,NORMAL
0x2A28B12E,2001-01-08 22:09:28,NORMAL
0xC24E8E8C,2077-02-14 17:52:24,NORMAL
0xAA8138CA,2065-04-01 07:06:20,NORMAL
0xCCED21C4,2082-07-13 04:14:08,NORMAL
0xC93808C9,2080-09-24 01:06:18,NORMAL
0xCD1B3E73,2082-08-27 07:51:38,NORMAL
0xB52553CC,2070-09-05 10:30:24,NORMAL
0xEE383EF8,2099-01-24 07:55:48,NORMAL
0x5828457C,2024-01-08 08:43:56,NORMAL
0x4A46B6D3,2017-02-06 22:54:38,NORMAL
0xB09579F2,2068-04-21 15:15:36,NORMAL
0x887570CF,2048-03-21 14:06:30,NORMAL
0x0A2770B1,1985-01-07 14:05:34,NORMAL
0x094D19FD,1984-10-13 03:15:58,NORMAL
0x32ED0D8F,2005-07-13 01:44:30,NORMAL
0xCAB66C28,2081-05-22 13:33:16,NORMAL
0x84B2518D,2046-05-18 10:12:26,NORMAL
0x42345771,2013-01-20 10:59:34,NORMAL
0xCD26BF11,2082-09-06 23:56:34,NORMAL
0x565309B6,2023-02-19 01:13:44,NORMAL
0xE6659231,2095-03-05 18:17:34,NORMAL
0xB86F04F8,2072-03-15 00:39:48,NORMAL
0x153741C2,1990-09-23 08:14:04,NORMAL
0x44C3B3C0,2014-06-03 22:30:00,NORMAL
0xA988762B,2064-12-08 14:49:22,NORMAL
0x1ECE50B2,1995-06-14 10:05:36,NORMAL
0xFBC3F03E,Invalid,ERROR
0xA66D71A2,2063-03-13 14:13:04,NORMAL
0x27395D0C,1999-09-25 11:40:24,NORMAL
0xCA5C8504,2081-02-28 16:40:08,NORMAL
0x534B4CAB,2021-10-11 09:37:22,NORMAL
0x06C84168,1983-06-08 08:11:16,NORMAL
0xBF573A10,2075-10-23 07:16:32,NORMAL
0x7F3C28D0,2043-09-28 05:06:32,NORMAL
0x556EAB59,2022-11-14 21:26:50,NORMAL
0x04F89AB4,1982-07-24 19:21:40,NORMAL
0x185C7170,1992-02-28 14:11:32,NORMAL
0x7142B28C,2036-10-02 22:20:24,NORMAL
0xCC371174,2082-01-23 02:11:40,NORMAL
0x5F3331A8,2027-09-19 06:13:16,NORMAL
0xBEB699A2,2075-05-22 19:13:04,NORMAL
0x86953B99,2047-04-21 07:28:50,NORMAL
0xBABA3886,2073-05-26 07:04:12,NORMAL
0x3331AC2B,2005-09-17 21:33:22,NORMAL
0xB7387579,2071-09-24 14:43:50,NORMAL
0xFBC3C03E,Invalid,ERROR
0x74AD634D,2038-05-13 12:26:26,NORMAL
0x334F748D,2005-10-15 14:36:26,NORMAL
0x878736F3,2047-12-07 06:55:38,NORMAL
0x72738801,2037-03-19 17:00:02,NORMAL
0x4263062A,2013-03-03 00:49:20,NORMAL
0xACEB277B,2066-07-11 04:59:54,NORMAL
0x714D3B92,2036-10-13 07:28:36,NORMAL
0xE0506DE0,2092-02-16 13:47:00,NORMAL
0xC47AA8B5,2078-03-26 21:05:42,NORMAL
0xD99A9F79,2088-12-26 19:59:50,NORMAL
0xE389B879,2093-12-09 23:03:50,NORMAL
0x37425609,2007-10-02 10:48:18,NORMAL
0x23355B88,1997-09-21 11:28:16,NORMAL
0x3F1259AD,2011-08-18 11:13:26,NORMAL
0x1364787B,1989-11-04 15:03:54,NORMAL
0x64919F07,2030-04-17 19:56:14,NORMAL
0xFBC3F79F,Invalid,ERROR
0xE2285A0D,2093-01-08 11:16:26,NORMAL
0xD4E26BC3,2086-07-02 13:30:06,NORMAL
0x010C8DA6,1980-08-12 17:45:12,NORMAL
0xB182BB83,2068-12-02 23:28:06,NORMAL
0xB3065012,2069-08-06 10:00:36,NORMAL
0xA8F584B6,2064-07-21 16:37:44,NORMAL
0x456FA39C,2014-11-15 20:28:56,NORMAL
0xBD86BCA8,2074-12-06 23:37:16,NORMAL
0x00310EEE,1980-01-17 01:55:28,NORMAL
0x3D116057,2010-08-17 12:02:46,NORMAL
0xCC2B9084,2082-01-11 18:04:08,NORMAL
0x054CA00C,1982-10-12 20:00:24,NORMAL
0x5D25B70D,2026-09-05 22:56:26,NORMAL
0xD84C3410,2088-02-12 06:32:32,NORMAL
0x24870EA8,1998-04-07 01:53:16,NORMAL
0xBD723DE4,2074-11-18 07:47:08,NORMAL
0x0277A1AA,1981-03-23 20:13:20,NORMAL
0xA52EABCA,2062-09-14 21:30:20,NORMAL
0x8172ACE8,2044-11-18 21:39:16,NORMAL
0x84316EE2,2046-01-17 13:55:04,NORMAL
0xCB9A1CA4,2081-12-26 03:37:08,NORMAL
0xE34E33E1,2093-10-14 06:31:02,NORMAL
0x3B978D5B,2009-12-23 17:42:54,NORMAL
0xEE596949,2099-02-25 13:10:18,NORMAL
0x74D8AE43,2038-06-24 21:50:06,NORMAL
0x2F0F34B1,2003-08-15 06:37:34,NORMAL
0x42562775,2013-02-22 04:59:42,NORMAL
0x125C6C15,1989-02-28 13:32:42,NORMAL
0x0003C79F,Invalid,ERROR
0x830DAD94,2045-08-13 21:44:40,NORMAL
0x58C65AD6,2024-06-06 11:22:44,NORMAL
0xD94844CD,2088-10-08 08:38:26,NORMAL
0x4A949BDA,2017-04-20 19:30:52,NORMAL
0xA8879D22,2064-04-07 19:41:04,NORMAL
0x01A0C79E,Invalid,ERROR
0xFA00F79F,Invalid,ERROR
0x80AE161A,2044-05-14 02:48:52,NORMAL
0xBC6F59CA,2074-03-15 11:14:20,NORMAL
0xC124BF29,2076-09-04 23:57:18,NORMAL
0x746AB4ED,2038-03-10 22:39:26,NORMAL
0x50657518,2020-03-05 14:40:48,NORMAL
0xB2A7BC93,2069-05-07 23:36:38,NORMAL
0x8554A370,2046-10-20 20:27:32,NORMAL
0xAF47B772,2067-10-07 22:59:36,NORMAL
0x2A9218E8,2001-04-18 03:07:16,NORMAL
0xE8316678,2096-01-17 12:51:48,NORMAL
0xE3469971,2093-10-06 19:11:34,NORMAL
0xB2E4B2FD,2069-07-04 22:23:58,NORMAL
0x4E5B1A51,2019-02-27 03:18:34,NORMAL
0x13517E0E,1989-10-17 15:48:28,NORMAL
0x25276859,1998-09-07 13:02:50,NORMAL
0x3F1631EA,2011-08-22 06:15:20,NORMAL
0x668C6195,2031-04-12 12:12:42,NORMAL
0xB746A4BD,2071-10-06 20:37:58,NORMAL
0x0D9321B1,1986-12-19 04:13:34,NORMAL
0xA43B13C3,2062-01-27 02:30:06,NORMAL
0xA8BC2B53,2064-05-28 05:26:38,NORMAL
0x05418F66,1982-10-01 17:59:12,NORMAL
0xA96AB195,2064-11-10 22:12:42,NORMAL
0x80BC6999,2044-05-28 13:12:50,NORMAL
0xD2277807,2085-01-07 15:00:14,NORMAL
0x0C2DA80A,1986-01-13 21:00:20,NORMAL
0x763BB653,2039-01-27 22:50:38,NORMAL
0x7070989C,2036-03-16 19:04:56,NORMAL
0xB8681464,2072-03-08 02:35:08,NORMAL
0xDCBC81D4,2090-05-28 16:14:40,NORMAL
0x76ACB9A7,2039-05-12 23:13:14,NORMAL
0x1B1C25EC,1993-08-28 04:47:24,NORMAL
0x872C6F1A,2047-09-12 13:56:52,NORMAL
0xDEE220BD,2091-07-02 04:05:58,NORMAL
0x50740078,2020-03-20 00:03:48,NORMAL
0xE8252B18,2096-01-05 05:24:48,NORMAL
0x01259361,1980-09-05 18:27:02,NORMAL
0xE670467D,2095-03-16 08:51:58,NORMAL
0x14B70BD8,1990-05-23 01:30:48,NORMAL
0xA0576340,2060-02-23 12:26:00,NORMAL
0x1F2E4325,1995-09-14 08:25:10,NORMAL
0x94D02DB9,2054-06-16 05:45:50,NORMAL
0x570E1ECA,2023-08-14 03:54:20,NORMAL
0xBD9B1EEB,2074-12-27 03:55:22,NORMAL
0x5E6B0056,2027-03-11 00:02:44,NORMAL
0x9A45A877,2057-02-05 21:03:46,NORMAL
0x86D35618,2047-06-19 10:48:48,NORMAL
0x102584E4,1988-01-05 16:39:08,NORMAL
0x35719CF1,2006-11-17 19:39:34,NORMAL
0x70E4089D,2036-07-04 01:04:58,NORMAL
0xAF88411A,2067-12-08 08:08:52,NORMAL
0x86820C74,2047-04-02 01:35:40,NORMAL
0x396A748A,2008-11-10 14:36:20,NORMAL
0xD116A0D3,2084-08-22 20:06:38,NORMAL
0xA137AF44,2060-09-23 21:58:08,NORMAL
0xC4494831,2078-02-09 09:01:34,NORMAL
0xE6368000,2095-01-22 16:00:00,NORMAL
0x915C60EA,2052-10-28 12:07:20,NORMAL
0x6B680E4F,2033-11-08 01:50:30,NORMAL
0xB121B645,2068-09-01 22:50:10,NORMAL
0x8F659B56,2051-11-05 19:26:44,NORMAL
0xCB797C91,2081-11-25 15:36:34,NORMAL
0x9D6F8473,2058-11-15 16:35:38,NORMAL
0xC0EEBDE8,2076-07-14 23:47:16,NORMAL
0x64CE26F9,2030-06-14 04:55:50,NORMAL
0xDECF6291,2091-06-15 12:20:34,NORMAL
0x86347254,2047-01-20 14:18:40,NORMAL
0xBC643E12,2074-03-04 07:48:36,NORMAL
0x4044BAA8,2012-02-04 23:21:16,NORMAL
0x78E18094,2040-07-01 16:04:40,NORMAL
0x0EB69B33,1987-05-22 19:25:38,NORMAL
0x1F6855A9,1995-11-08 10:45:18,NORMAL
0x48D560D1,2016-06-21 12:06:34,NORMAL
0x0003F79F,Invalid,ERROR
0x9550AE85,2054-10-16 21:52:10,NORMAL
0x3353A4D4,2005-10-19 20:38:40,NORMAL
0xAD508845,2066-10-16 17:02:10,NORMAL
0x2E420052,2003-02-02 00:02:36,NORMAL
0x5A639804,2025-03-03 19:00:08,NORMAL
0x74318F26,2038-01-17 17:57:12,NORMAL
0x68955922,2032-04-21 11:09:04,NORMAL
0xB2819CB3,2069-04-01 19:37:38,NORMAL
0x3EB63166,2011-05-22 06:11:12,NORMAL
0x00F83027,1980-07-24 06:01:14,NORMAL
0x076A288C,1983-11-10 05:04:24,NORMAL
0x563C4C8D,2023-01-28 09:36:26,NORMAL
0x311A7AB4,2004-08-26 15:21:40,NORMAL
0xEB8C16C5,2097-12-12 02:54:10,NORMAL
0x325831F1,2005-02-24 06:15:34,NORMAL
0x0F264D52,1987-09-06 09:42:36,NORMAL
0x0000F79F,Invalid,ERROR
0x01A0F79E,Invalid,ERROR
0xCA62A5D8,2081-03-02 20:46:48,NORMAL
0xE86D7002,2096-03-13 14:00:04,NORMAL
0x950E46D3,2054-08-14 08:54:38,NORMAL
0x72B95E0F,2037-05-25 11:48:30,NORMAL
0x6E89BA3D,2035-04-09 23:17:58,NORMAL
0x056F7246,1982-11-15 14:18:12,NORMAL
0x1D7A908B,1994-11-26 18:04:22,NORMAL
0x587B7736,2024-03-27 14:57:44,NORMAL
0x5ACD3B37,2025-06-13 07:25:46,NORMAL
0xC572993C,2078-11-18 19:09:56,NORMAL
0xD0CAA4FD,2084-06-10 20:39:58,NORMAL
0x8CCE69CF,2050-06-14 13:14:30,NORMAL
0x76C12885,2039-06-01 05:04:10,NORMAL
0x650743ED,2030-08-07 08:31:26,NORMAL
0x356D7045,2006-11-13 14:02:10,NORMAL
0x01A3F03F,Invalid,ERROR
0xBEFA6899,2075-07-26 13:04:50,NORMAL
0x8A333B01,2049-01-19 07:24:02,NORMAL
0x87066072,2047-08-06 12:03:36,NORMAL
0x4834B360,2016-01-20 22:27:00,NORMAL
0xB0713EB7,2068-03-17 07:53:46,NORMAL
0x8F496D52,2051-10-09 13:42:36,NORMAL
0xC0235ECC,2076-01-03 11:54:24,NORMAL
0x16E5869C,1991-07-05 16:52:56,NORMAL
0xE6CE8E67,2095-06-14 17:51:14,NORMAL
0x02646C9C,1981-03-04 13:36:56,NORMAL
0x01A3C79E,Invalid,ERROR
